customerID,tenure,MonthlyCharges,SeniorCitizen,gender,Partner,Dependents,InternetService,Contract,PaperlessBilling,PaymentMethod,Churn,PhoneService,MultipleLines
ac888f1d,11,92.8213393057018,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
2f5ffca2,47,64.98568646573229,0,Male,Yes,No,DSL,One year,Yes,Credit card (automatic),No,No,Yes
d28e4121,33,20.686681883109365,0,Female,No,No,No,One year,No,Mailed check,No,Yes,Yes
e08c4762,10,52.70325289800491,0,Male,No,No,DSL,Month-to-month,Yes,Mailed check,No,Yes,No
1d1bd1f1,13,40.73410663806462,0,Female,No,No,DSL,Month-to-month,Yes,Electronic check,No,Yes,No
5b5dcad7,27,107.32533830581612,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
b350e4f4,16,39.23759250116185,0,Female,No,No,DSL,One year,Yes,Mailed check,No,No,Yes
49b5fa0c,42,106.98513513587693,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
afca982c,55,69.65899469775566,0,Male,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),No,No,No
7957956e,1,68.67483329045257,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
795c9b3d,35,72.96096371927233,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
cbb2fd5c,15,19.97062222073818,0,Female,Yes,Yes,No,Two year,No,Mailed check,No,No,Yes
76c64937,56,21.848659150113726,0,Female,Yes,Yes,No,Two year,No,Credit card (automatic),No,Yes,Yes
e622b2b7,66,83.1975377331223,1,Female,No,No,DSL,One year,No,Bank transfer (automatic),No,Yes,Yes
aa16b7de,64,91.41576545989493,0,Female,Yes,No,Fiber optic,One year,Yes,Electronic check,No,No,Yes
6da9a8b2,38,70.44030838970667,1,Male,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,No,Yes,Yes
905cf45a,14,49.78268073667558,1,Female,Yes,No,DSL,Month-to-month,No,Electronic check,No,No,No
1b6cfc83,72,90.06140558133656,0,Male,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),No,Yes,No
27ef6eb6,24,18.701006611027378,0,Male,No,No,No,One year,No,Mailed check,No,No,No
586767fa,7,48.507179120869374,0,Female,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,No,No,Yes
aef8b7c6,12,100.03262461592922,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
ef6f179f,32,99.81183740420839,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
a2d80392,5,77.93791543726495,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
d176f47c,3,45.45611723070811,0,Female,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,Yes,Yes,No
6e009e0b,8,21.658127829553735,0,Female,No,Yes,No,One year,No,Mailed check,No,Yes,Yes
5ad31847,9,96.42686944132764,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
53de6a6a,0,57.59559846955667,0,Female,No,No,DSL,Month-to-month,No,Mailed check,No,Yes,No
08497890,12,21.388942104143837,0,Male,No,No,No,One year,No,Mailed check,No,Yes,Yes
e219727f,2,21.340037649385884,0,Female,No,No,No,Month-to-month,No,Mailed check,Yes,Yes,No
de89802b,6,66.50431321802114,0,Female,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes
7f9d9bc8,3,52.75232878627854,0,Female,No,Yes,DSL,Month-to-month,No,Mailed check,No,No,Yes
18313b05,20,60.42137906589625,0,Male,No,No,DSL,Month-to-month,No,Credit card (automatic),No,Yes,Yes
eb144381,34,78.03867827157477,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,No
b31c5fb2,25,93.80264519586882,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
1bcf21c3,0,72.68360794526548,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
a47448cd,10,31.322408232437464,0,Female,Yes,Yes,DSL,Month-to-month,No,Mailed check,Yes,Yes,No
e99eb4b9,32,66.23237239255342,0,Female,No,No,DSL,Month-to-month,Yes,Electronic check,No,Yes,Yes
f1fb0141,9,44.317163702506164,0,Female,No,No,DSL,Month-to-month,Yes,Electronic check,No,No,Yes
53af7c29,53,88.28034660689242,0,Male,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,No,No
48fd6b49,72,75.09546631215227,0,Male,Yes,No,DSL,Two year,No,Credit card (automatic),No,No,No
d2de1238,0,24.339867885646747,0,Female,No,No,No,Month-to-month,No,Mailed check,No,No,No
d920ab8d,36,64.57101629713326,0,Male,Yes,Yes,DSL,One year,Yes,Mailed check,No,Yes,No
12423364,31,20.168720253108287,0,Female,Yes,Yes,No,Two year,No,Mailed check,No,Yes,Yes
78ff36ab,50,32.32077835455337,0,Male,No,No,DSL,One year,Yes,Mailed check,No,No,No
039ab8c1,26,78.3154092382061,0,Male,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes
6a7b3ffd,53,26.518919767129933,0,Male,Yes,Yes,No,Two year,No,Mailed check,No,No,No
ee8fc982,2,66.84570670909308,1,Female,No,No,Fiber optic,Month-to-month,No,Electronic check,No,Yes,Yes
278652f0,50,32.36011069116025,1,Female,Yes,Yes,DSL,One year,No,Bank transfer (automatic),No,Yes,No
afba73e0,68,81.95264131317299,0,Male,Yes,Yes,DSL,Two year,Yes,Mailed check,No,Yes,Yes
2a8c5ffb,42,20.50138164932526,0,Female,No,No,No,Two year,Yes,Bank transfer (automatic),No,Yes,Yes
5eb13fbf,66,89.5063693825665,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,Yes,No
bf582076,41,22.53859065145395,0,Male,No,No,No,Two year,Yes,Mailed check,No,Yes,Yes
71bcc358,4,21.958678748973753,0,Female,No,No,No,Month-to-month,Yes,Mailed check,No,No,No
65d2a065,38,97.3034403900257,0,Male,No,No,Fiber optic,One year,Yes,Credit card (automatic),No,Yes,Yes
069a575c,69,71.78941484496607,0,Male,No,No,DSL,One year,No,Credit card (automatic),No,Yes,No
a77f86dc,3,51.02363971914549,0,Female,No,Yes,DSL,Month-to-month,No,Electronic check,No,No,No
1b0c428f,31,96.56875819833321,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
52e0977f,22,69.20962152234075,0,Female,Yes,Yes,DSL,One year,Yes,Mailed check,No,No,Yes
993829ef,52,100.02356735627578,1,Female,No,No,Fiber optic,One year,No,Bank transfer (automatic),No,No,No
6000b262,30,91.46758117816802,0,Female,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),Yes,Yes,No
5ad6ee20,62,78.10862051950734,1,Female,Yes,Yes,DSL,One year,Yes,Credit card (automatic),No,Yes,Yes
6a2460ab,58,99.47693929466836,1,Female,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),Yes,No,No
6630f4d9,66,83.09842797152184,1,Male,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),No,Yes,Yes
2b86b2c9,34,82.32396673295854,1,Male,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,No,Yes
b412a0ba,45,19.997225968557945,0,Male,Yes,No,No,One year,No,Bank transfer (automatic),No,No,No
0d9212d0,8,79.16148218485844,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
2da9398d,53,103.42263615439971,0,Female,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),No,No,No
112abb86,48,58.16170080423802,0,Female,No,No,DSL,One year,No,Credit card (automatic),No,Yes,Yes
490c0ca9,36,19.83331342311042,0,Female,Yes,Yes,No,Month-to-month,No,Mailed check,No,Yes,Yes
85e8a345,2,63.23515920434688,1,Female,Yes,No,Fiber optic,Month-to-month,No,Electronic check,No,No,No
02a11eca,69,84.0482440160202,0,Male,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),Yes,Yes,No
f2a2f392,67,105.63890553513806,0,Male,No,No,Fiber optic,Two year,Yes,Credit card (automatic),No,Yes,No
5af99a9b,34,100.51478495378095,0,Female,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,Yes,Yes
b78f7714,50,50.18178568993986,1,Male,Yes,No,DSL,Two year,No,Mailed check,No,Yes,No
c0609325,34,79.91676501050954,0,Male,Yes,Yes,DSL,One year,No,Credit card (automatic),No,Yes,Yes
d189f1d9,31,88.56909871253943,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
80009e89,2,18.704905466045982,0,Male,No,No,No,Month-to-month,No,Mailed check,Yes,No,No
05497b4e,8,79.8587020410395,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
0fade8b1,54,90.65667128139665,1,Male,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,Yes,No
a43db2ed,2,17.949374981309308,0,Male,No,No,No,Month-to-month,No,Mailed check,No,No,No
54d9c24b,7,57.7825291789692,0,Male,No,No,DSL,Month-to-month,No,Electronic check,No,No,No
a402daca,71,55.06009955414317,0,Male,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),No,No,Yes
d2e906b2,63,105.28855765714299,1,Female,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),No,No,No
f553eb53,34,90.62839604159912,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,No
64de6028,47,88.9420603117369,0,Male,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),No,Yes,Yes
efb9d0a0,28,20.84314096623715,0,Female,Yes,Yes,No,Two year,No,Mailed check,No,No,Yes
73b1b9bc,18,19.89713907207763,0,Female,No,No,No,One year,No,Mailed check,No,No,Yes
e36b5b4c,8,65.05118760064428,0,Male,No,No,DSL,One year,Yes,Mailed check,Yes,Yes,No
6d59c504,45,51.128530262594744,0,Female,Yes,Yes,DSL,Month-to-month,No,Mailed check,No,Yes,No
787431c3,67,82.4461123237728,1,Female,No,No,DSL,Two year,Yes,Bank transfer (automatic),No,Yes,No
5b1e480e,27,105.89494759386933,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
52f6e2e6,64,100.28746717513363,0,Female,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,No,No
cb204f08,24,37.07630340082639,0,Male,No,No,DSL,Month-to-month,No,Electronic check,No,Yes,Yes
3c0d5990,44,26.224016634614863,0,Male,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No,No
0262d4fb,70,40.696946293855106,0,Male,Yes,Yes,DSL,Two year,No,Mailed check,No,Yes,No
686f0970,31,23.245215394661706,0,Female,Yes,No,No,Month-to-month,No,Electronic check,No,Yes,No
fa388070,58,73.33275785996744,0,Male,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),No,Yes,Yes
2a5801e5,55,60.031476989967295,0,Male,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),No,Yes,No
df109464,48,100.34885173766948,0,Male,No,No,Fiber optic,One year,Yes,Electronic check,No,No,No
4518f020,3,34.98811058091248,0,Female,No,No,DSL,Month-to-month,No,Mailed check,Yes,No,Yes
aebada80,14,26.60157184771453,0,Male,No,Yes,No,Month-to-month,Yes,Electronic check,No,No,Yes
4717dc8e,43,95.51533260732734,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
5895b196,2,20.59164919502748,0,Female,No,No,No,Month-to-month,No,Mailed check,No,Yes,No
cc7fd794,21,78.10714752127727,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
f6326e20,15,53.58131567151603,1,Male,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),No,No,No
576a94f2,69,87.30187224868607,1,Female,Yes,No,Fiber optic,Two year,No,Credit card (automatic),No,Yes,No
f4ee030d,17,101.19785938396643,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
10101319,3,73.7637846565636,0,Male,No,No,Fiber optic,Month-to-month,No,Credit card (automatic),Yes,Yes,Yes
ba33656b,69,91.86804193401792,0,Male,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),No,Yes,No
669bcabe,30,82.4169862717435,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
18d78490,56,77.06731266477622,0,Female,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),No,Yes,No
ce226ab8,5,25.887754450605534,0,Male,No,No,DSL,Month-to-month,Yes,Electronic check,Yes,Yes,No
6c0e4833,21,18.04614546311956,0,Male,No,No,No,Month-to-month,No,Mailed check,No,No,Yes
fbb577d9,11,74.10866824869075,0,Female,No,Yes,DSL,Month-to-month,Yes,Mailed check,Yes,No,Yes
515bec5a,57,23.701612605708075,0,Female,No,No,No,Two year,No,Credit card (automatic),No,No,Yes
01c0eef1,21,53.24428873937183,1,Male,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
efac179c,22,81.18819445145672,0,Male,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,No
54889262,44,74.9303206465021,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
5f434df5,30,20.516511873554098,0,Male,No,No,No,One year,No,Mailed check,No,Yes,No
86d134b3,0,18.67328280042191,0,Female,No,No,No,Month-to-month,No,Credit card (automatic),No,Yes,Yes
6a1d6df4,70,82.06739390919023,0,Female,No,No,DSL,Two year,No,Bank transfer (automatic),No,Yes,Yes
e1fbca00,50,80.95824794531084,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,Yes,No
810bb092,2,45.69300909337354,0,Male,No,Yes,DSL,Month-to-month,Yes,Electronic check,No,No,No
adabb049,45,69.13237876486254,0,Female,No,No,DSL,Two year,No,Mailed check,No,No,No
631f9f5a,35,67.40594737481945,0,Female,Yes,No,DSL,Month-to-month,No,Electronic check,Yes,Yes,No
4dcd91a6,75,18.965971509202333,0,Male,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,No,Yes
fbf3590c,70,93.71271641264916,0,Female,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),No,No,Yes
d1027957,13,88.3109570954574,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
dcc7753e,52,19.899662664448165,0,Female,No,No,No,One year,No,Mailed check,No,Yes,Yes
e52e0a62,24,59.99491532954537,0,Male,No,No,DSL,Month-to-month,No,Electronic check,No,Yes,Yes
a8a05b8b,12,20.352685000065602,0,Male,No,No,No,One year,Yes,Mailed check,No,Yes,No
0596b7c2,0,18.268240677330347,0,Female,No,No,No,Month-to-month,No,Credit card (automatic),No,Yes,No
5cef8d47,63,104.50405613512565,0,Male,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),No,No,Yes
98016eb9,18,83.9497111704315,0,Female,No,No,Fiber optic,Month-to-month,No,Electronic check,Yes,Yes,Yes
cc762669,3,21.122083283468868,0,Female,No,No,No,Month-to-month,No,Mailed check,No,No,No
a9473713,6,21.130460221278295,0,Female,Yes,Yes,No,Two year,No,Mailed check,No,Yes,Yes
abbb7956,39,90.8595027947996,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
727d8e52,66,96.37537079518476,0,Female,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,Yes,Yes
b1b3279d,72,92.11681526183972,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
1b263183,53,87.62217642779135,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
16178228,25,105.43595848000457,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
247fdcb4,14,46.35897721175349,0,Female,No,No,DSL,Month-to-month,No,Credit card (automatic),Yes,No,Yes
d7e10f42,37,66.18430378779328,0,Male,Yes,Yes,DSL,One year,Yes,Credit card (automatic),No,Yes,No
4c183671,63,115.62579281373007,1,Female,No,No,Fiber optic,One year,Yes,Electronic check,Yes,No,Yes
137736aa,0,41.828168055078855,0,Male,No,No,DSL,Month-to-month,No,Mailed check,No,Yes,No
688ac165,44,87.76981002000988,0,Female,Yes,No,Fiber optic,Month-to-month,No,Electronic check,No,No,Yes
f4e29f77,35,62.58909554570014,0,Male,No,Yes,DSL,Two year,No,Credit card (automatic),No,Yes,No
985cf187,22,97.50031816586822,1,Male,No,No,Fiber optic,Month-to-month,No,Mailed check,Yes,No,Yes
d8669a4c,35,99.6018186480192,0,Male,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,No,Yes
ef58b773,11,18.963117995762094,0,Male,No,Yes,No,One year,Yes,Bank transfer (automatic),No,Yes,No
9f29bd52,23,104.0868315701885,0,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,No
03af2c69,39,60.15648976395357,0,Female,No,No,DSL,One year,No,Electronic check,No,No,Yes
314f4896,0,31.75610329549755,0,Female,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),Yes,No,Yes
06121936,66,92.76285087681647,0,Female,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),No,No,No
005e40ec,36,105.38023972430516,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,No,Yes
62be8e90,11,49.23644409815302,0,Male,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes
58efdec2,72,104.35481550138368,0,Female,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),No,Yes,No
1bd86bad,21,63.785964238762595,1,Female,Yes,No,DSL,Month-to-month,Yes,Mailed check,No,No,Yes
cd389baf,18,46.922920683458635,0,Female,No,No,DSL,Month-to-month,Yes,Electronic check,Yes,No,No
26f0b6c9,27,84.7503299645903,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
c26bd930,68,101.59041400471183,0,Male,Yes,Yes,Fiber optic,Two year,No,Bank transfer (automatic),No,No,No
744c0968,19,86.9490525102415,0,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
a3e88c6e,2,65.90842540300916,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
eb083e91,32,85.83576111950991,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No
a7865fe7,17,89.4108658877029,1,Male,No,No,Fiber optic,Month-to-month,No,Credit card (automatic),Yes,No,No
981f4fca,66,94.87324688577083,0,Male,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,No,Yes,No
9c59aab0,61,20.509389316906056,0,Male,Yes,Yes,No,Two year,No,Credit card (automatic),No,No,No
f9bcfa73,12,57.073641886851824,0,Female,No,No,DSL,One year,No,Bank transfer (automatic),No,No,No
85dd861e,51,89.81697633907986,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes
5e4b50d0,55,98.02953784881339,0,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
92cd84f5,70,97.84760272551894,0,Male,No,No,Fiber optic,Two year,Yes,Electronic check,No,No,Yes
d91755e7,72,96.62440399744322,0,Female,Yes,No,DSL,Two year,No,Bank transfer (automatic),No,Yes,No
a4a863b8,0,64.38081582363027,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
94ff83d5,31,98.16460164983098,0,Female,Yes,Yes,Fiber optic,One year,Yes,Electronic check,Yes,Yes,No
d928cda3,2,26.728536215616355,0,Female,Yes,No,DSL,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
9cf0dcef,42,20.24674879578894,0,Male,Yes,Yes,No,One year,No,Bank transfer (automatic),No,Yes,No
96581556,9,83.63835151110992,0,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,Yes,No
5bf6fee3,20,60.587250298742376,0,Male,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes
76d0eb98,0,47.352552740051394,0,Female,No,No,DSL,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Yes
80f8129c,38,113.4203530669649,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
3f2f46af,66,61.201999192455645,0,Male,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),No,No,No
faefd8a3,62,106.91211136628638,0,Male,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),No,No,No
ad092f23,49,95.2245881133029,0,Female,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),No,No,No
19645501,54,70.24749835698356,0,Female,No,No,DSL,Two year,Yes,Credit card (automatic),No,No,Yes
81ff5240,5,99.08492089612152,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
26505f07,64,102.38060716652625,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,No,Yes
3e8e13d9,16,83.41524956806931,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
638463f2,44,97.96546621982525,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
d1cdbeeb,5,111.51599588305716,0,Male,No,No,Fiber optic,Month-to-month,No,Mailed check,Yes,Yes,No
8b878f21,19,74.51690228159717,0,Female,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),No,No,Yes
7e80bd18,53,18.949147851074564,0,Male,No,Yes,No,One year,No,Credit card (automatic),No,Yes,Yes
