customerID,tenure,MonthlyCharges,SeniorCitizen,gender,Partner,Dependents,InternetService,Contract,PaperlessBilling,PaymentMethod,Churn,PhoneService,MultipleLines
86ba3ba8,7,51.28056205444063,0,Female,No,No,DSL,Month-to-month,No,Electronic check,No,Yes,Yes
7191e6ba,71,58.54686350896829,0,Female,Yes,No,DSL,Two year,Yes,Electronic check,Yes,Yes,No
4e5857f6,34,113.73592512233824,1,Male,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),Yes,No,No
aa721686,59,37.48130373141624,0,Male,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,Yes,Yes
bd8728d7,62,54.03740936301353,0,Female,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,No,No
7b940a16,14,20.437219260706502,0,Female,No,No,No,Month-to-month,No,Mailed check,No,Yes,No
419faf7c,63,90.06399031706059,0,Male,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),No,No,Yes
60fd565a,29,73.07999982405425,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,Yes
ab8afbea,30,88.1849662675199,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
23d5b186,2,70.21675071225943,0,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,No,No
ac495c96,63,81.09799005521371,0,Male,Yes,No,DSL,Two year,No,Electronic check,No,Yes,Yes
948d622a,56,23.7680685953378,0,Male,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,No,No
f3c5dc9d,0,40.95019473278132,0,Female,No,No,DSL,Month-to-month,Yes,Bank transfer (automatic),Yes,No,No
45cc95da,2,85.96904092833684,0,Female,No,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),Yes,No,Yes
1e5a748c,66,102.53110418153231,0,Female,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,No,Yes
d7bce321,4,76.55278165610596,0,Female,No,No,Fiber optic,Month-to-month,No,Electronic check,No,No,Yes
ee43e623,57,84.76422764738892,0,Male,Yes,No,DSL,Two year,Yes,Electronic check,No,No,Yes
2335ba2e,0,77.1628704916026,0,Male,No,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
9ccf0972,47,108.28940805780978,1,Female,Yes,No,Fiber optic,Month-to-month,No,Electronic check,Yes,No,No
9f7f9b86,2,32.90223426630871,0,Male,No,No,DSL,Month-to-month,No,Electronic check,No,No,Yes
606aee1b,4,75.56046435367954,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
b1633dec,75,87.84755714264689,0,Female,Yes,Yes,DSL,Two year,No,Credit card (automatic),No,No,No
920ed2a7,2,36.80428949216997,0,Female,Yes,Yes,DSL,Month-to-month,No,Electronic check,Yes,No,No
fa7fcd0d,35,20.42914159561537,0,Female,No,Yes,No,One year,Yes,Credit card (automatic),No,Yes,No
18ca8f30,62,49.123620641532106,0,Female,Yes,No,DSL,One year,No,Electronic check,No,No,Yes
c3a2637f,70,101.73684110313523,0,Female,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),No,Yes,Yes
c55426f3,16,73.84601012488007,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
f9597ed7,19,19.581519505618594,0,Female,No,No,No,Two year,Yes,Credit card (automatic),No,Yes,Yes
6247c963,22,77.90846144161141,1,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,Yes,Yes
4f0dc148,12,88.5888084847503,0,Female,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,No,No,Yes
5cd1c03f,68,58.622281175854354,1,Female,No,No,DSL,One year,Yes,Credit card (automatic),No,Yes,Yes
a8ca28e6,53,77.95090745072658,1,Female,No,No,DSL,One year,No,Mailed check,No,Yes,No
247d7502,15,47.01640592058501,0,Male,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes
3cfbbe15,4,41.50880506306041,0,Male,No,No,DSL,Month-to-month,Yes,Mailed check,Yes,Yes,No
dcc7b83e,13,72.84875056291419,0,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,No,No
fcaa5630,55,19.75173136137665,0,Female,Yes,Yes,No,One year,No,Credit card (automatic),No,No,No
ab2491f6,11,103.07226529968781,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
53d694fe,61,82.67440231479986,0,Male,No,No,DSL,Month-to-month,Yes,Bank transfer (automatic),No,No,No
5a4210b0,25,21.693405920552763,0,Male,No,No,No,Month-to-month,Yes,Electronic check,No,Yes,Yes
4ab00b72,67,25.89663641983358,0,Male,Yes,No,No,Two year,No,Bank transfer (automatic),No,Yes,Yes
c2957c07,40,17.673742522141062,0,Female,Yes,Yes,No,One year,Yes,Electronic check,No,No,No
ceb679d8,31,105.15545268292124,0,Female,No,No,Fiber optic,One year,Yes,Credit card (automatic),No,No,Yes
1a7aedb3,38,111.97488472175178,1,Male,Yes,Yes,Fiber optic,One year,Yes,Electronic check,Yes,No,Yes
c36c455d,37,87.41727787217022,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
9ec65985,69,19.461288163482532,1,Female,Yes,No,No,Two year,Yes,Bank transfer (automatic),No,Yes,No
3d0b2207,29,73.72194865116695,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
4c8e1140,74,68.48080023564066,0,Male,No,No,DSL,Two year,No,Bank transfer (automatic),No,No,Yes
1b44a7fa,28,98.38102476120399,1,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
28584d7a,3,75.64089546670932,0,Female,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,Yes
e598b6ea,39,97.70661596763487,1,Female,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,Yes,Yes
909a752f,7,74.76539786997911,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,No,No,No
c4b909fe,59,45.348976817632014,1,Female,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,No,Yes
cf863384,68,76.8670739013354,0,Female,No,No,DSL,One year,Yes,Bank transfer (automatic),No,No,No
b81a3484,2,64.43174575169878,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,Yes,Yes,Yes
e8446a1c,5,88.83598141095197,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),Yes,No,Yes
7da17034,1,57.65540869896959,0,Female,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),No,No,No
297be075,49,89.1539904085403,0,Female,Yes,No,Fiber optic,One year,Yes,Electronic check,No,Yes,Yes
f7e21d40,26,77.66003994563853,0,Female,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,No,Yes,Yes
70751b7b,24,20.18233015153634,0,Female,No,No,No,One year,Yes,Credit card (automatic),No,No,Yes
bf35d502,21,81.00610831753319,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,No,No
02ce71bf,55,63.38699734608886,0,Male,Yes,No,DSL,Two year,Yes,Electronic check,No,No,No
9c4f71bc,18,72.2283716775916,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,No
66f790e0,30,20.749756478693673,0,Female,Yes,Yes,No,Two year,No,Mailed check,No,Yes,No
16810e0d,36,93.52987785267733,0,Female,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),No,No,Yes
d820e7db,0,94.59075069341253,1,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
868ae309,3,57.83128770839293,0,Male,No,No,DSL,Month-to-month,No,Bank transfer (automatic),Yes,No,No
514d8106,61,24.58951776351808,0,Male,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,No,Yes
984c5b56,13,18.543630239737293,0,Female,No,No,No,Month-to-month,Yes,Mailed check,No,Yes,No
ada15b9e,43,96.29680064086743,0,Female,No,No,Fiber optic,Two year,Yes,Bank transfer (automatic),No,Yes,Yes
1671eb93,28,68.02327547774907,0,Male,No,No,Fiber optic,Month-to-month,No,Electronic check,No,No,No
1365ff63,0,73.31896943220303,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
0dc30e73,23,76.16497289203424,1,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
3f4bb18a,9,96.3026339471308,0,Male,No,Yes,Fiber optic,Month-to-month,No,Mailed check,Yes,No,Yes
d84284a3,3,85.4930863218825,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
c5ab3a34,19,82.8364863355544,0,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
b3c8d291,3,47.93171444577584,0,Female,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
5b6245f4,10,65.5285962827319,0,Female,No,No,DSL,Month-to-month,No,Mailed check,No,Yes,No
14baa582,48,21.45177237350168,0,Female,Yes,Yes,No,Two year,No,Bank transfer (automatic),No,No,Yes
90d8e999,27,83.71409558117118,0,Male,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),No,Yes,No
398e39f2,13,97.69949952762168,0,Female,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,Yes
5e306be9,58,19.80540595804834,0,Female,Yes,Yes,No,Two year,No,Credit card (automatic),No,Yes,No
2ba1ee48,3,50.15955715565108,0,Male,No,Yes,DSL,Month-to-month,Yes,Electronic check,No,Yes,Yes
258e3e31,18,66.20365683637563,0,Male,No,No,DSL,Month-to-month,No,Mailed check,No,No,No
057795f8,51,19.335384815639273,0,Female,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,Yes,Yes
a537fd97,42,82.16857619437599,0,Male,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),No,No,Yes
90e92648,17,89.50346578153746,0,Female,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,Yes,Yes,No
9a9569c1,3,100.22323249452818,0,Female,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,Yes
097ffd77,37,18.776151498853388,0,Male,Yes,Yes,No,Two year,No,Mailed check,No,Yes,No
47135c94,8,21.154651258206655,0,Female,Yes,Yes,No,Month-to-month,No,Mailed check,No,Yes,Yes
41a1529f,38,113.38691085584676,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,No
995e8cb8,15,68.53961686114299,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,No,Yes,Yes
83a6980a,10,40.40190083862491,0,Female,Yes,No,DSL,Month-to-month,Yes,Mailed check,No,Yes,No
ef72dd5d,61,66.84235839619953,0,Female,No,No,DSL,One year,No,Electronic check,No,Yes,No
6088e722,9,68.96360244448064,0,Female,No,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
482f7f8b,2,101.24232250691823,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Electronic check,No,Yes,Yes
76fd4e74,5,98.27827199121737,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
3f75ded6,70,18.873658798573846,0,Female,Yes,Yes,No,Two year,No,Mailed check,No,No,No
517200ed,17,20.93572951475526,0,Female,No,No,No,Two year,No,Mailed check,No,Yes,No
281d215e,28,55.10954534813651,0,Male,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),No,No,No
e522fded,38,35.18493612309149,1,Male,No,No,DSL,Month-to-month,No,Electronic check,No,Yes,No
602b153a,16,43.856773489030026,0,Male,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
4e361795,7,45.10833913997403,0,Male,No,No,DSL,Month-to-month,No,Mailed check,No,Yes,No
7d44db71,0,92.48935513982602,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
4f3fba8f,6,63.096917315348534,0,Male,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,Yes,No
08e8f531,11,18.472382353923017,0,Male,No,Yes,No,One year,Yes,Bank transfer (automatic),No,Yes,No
52d15fb9,6,33.35046364902156,0,Female,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,No,Yes,Yes
17ffa56b,3,66.45617686843084,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,Yes
ca9e62ea,69,120.22580042740216,0,Male,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),No,Yes,No
0c060c1e,57,56.3946169912114,0,Male,No,No,DSL,One year,Yes,Mailed check,No,No,No
e2d30f0f,44,82.47578101387283,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,Yes,Yes
71f61ce6,13,93.70650587281045,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
29d0dc3e,0,74.78123386785398,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
b30cc8e8,62,19.999392447517508,0,Male,Yes,Yes,No,Two year,Yes,Credit card (automatic),No,Yes,Yes
0fab0a54,34,45.55795683848137,1,Male,Yes,No,DSL,Month-to-month,Yes,Electronic check,No,No,No
64a6daef,56,94.28331270908254,0,Male,Yes,Yes,Fiber optic,One year,Yes,Mailed check,No,Yes,No
90ddc78e,60,75.88333758674263,0,Female,Yes,Yes,DSL,Two year,No,Credit card (automatic),No,Yes,Yes
64f2fd03,13,19.69793927513959,0,Female,No,No,No,One year,No,Mailed check,No,Yes,Yes
de8d3f21,57,44.92487095898251,1,Male,Yes,No,DSL,Month-to-month,Yes,Electronic check,Yes,No,Yes
bb1494da,25,94.75145461756266,0,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
d802b946,14,51.06287803797715,0,Male,No,No,DSL,Month-to-month,Yes,Electronic check,No,No,Yes
75fbdf64,20,21.52012819664874,0,Female,Yes,Yes,No,Month-to-month,No,Mailed check,No,No,No
c78cd9e9,29,95.49803038078801,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,Yes
d403b910,51,103.85832736347014,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,Yes
72d2cd14,33,50.85192144031287,1,Male,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),Yes,No,Yes
28d5783a,74,116.75795450668635,1,Male,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),No,No,Yes
2d07e7a3,19,18.7143450717834,0,Male,Yes,Yes,No,One year,No,Bank transfer (automatic),No,Yes,No
76a008d8,49,71.32757756554054,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
d22ba146,1,22.872782200442913,0,Male,Yes,Yes,No,One year,No,Credit card (automatic),No,Yes,No
27dcd49b,10,56.105807782951274,0,Male,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,No,No,Yes
d84dccaa,9,72.78198902300193,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
96ca0404,53,63.64963224905629,0,Male,No,No,DSL,Month-to-month,Yes,Mailed check,No,No,Yes
c0d41d37,8,74.72707174306584,0,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No
42add251,67,56.061082716301314,0,Female,Yes,No,DSL,Two year,Yes,Credit card (automatic),No,No,No
ae550fc5,37,59.17587766740173,0,Female,Yes,Yes,DSL,Month-to-month,No,Electronic check,No,Yes,Yes
2a56b392,12,83.38610754650766,0,Male,No,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
5def8807,10,81.27410895885167,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
b63f3a61,69,21.240782936571605,0,Male,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No,Yes,No
961926c5,22,52.249159257715135,0,Male,Yes,No,DSL,Month-to-month,No,Credit card (automatic),No,No,No
15e7ca32,75,68.72129372748381,0,Male,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),No,Yes,No
9e01aa3e,1,72.4620718796108,0,Female,No,No,Fiber optic,Month-to-month,Yes,Mailed check,Yes,No,No
c85fde67,60,17.779355385257453,0,Female,Yes,Yes,No,Two year,No,Electronic check,No,Yes,Yes
1892030a,12,92.76326038475165,0,Female,Yes,No,Fiber optic,Month-to-month,No,Electronic check,No,Yes,Yes
0c70c17b,6,45.20332231876406,1,Female,Yes,Yes,DSL,Month-to-month,No,Electronic check,Yes,Yes,No
acc1c261,25,93.79886829210363,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
6defd47f,2,83.91433485569246,0,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),Yes,No,No
b7a1a6c5,11,97.27775092345392,0,Male,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,No,No
5c9d8d9c,43,18.81541700544225,0,Male,Yes,Yes,No,Two year,Yes,Mailed check,No,No,Yes
1b221b68,13,88.39374241903026,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,No
5f16397e,0,18.661139966428703,0,Male,No,No,No,Month-to-month,No,Mailed check,No,No,Yes
509f6bc3,74,99.07812310766629,0,Male,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),No,Yes,Yes
dc14f205,12,75.99035059701389,0,Male,No,No,DSL,Month-to-month,Yes,Credit card (automatic),Yes,No,No
d79f42cb,21,96.23648793514336,1,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),No,Yes,No
dfe9e19b,25,81.2218901063516,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
ddf8e416,45,25.157986271193828,0,Male,Yes,Yes,No,Two year,No,Mailed check,No,No,Yes
d270a547,3,68.23673634572232,0,Female,No,No,DSL,Month-to-month,Yes,Electronic check,No,Yes,No
eecffcb8,17,74.34760511580714,0,Female,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
76a9a92b,3,97.45749033563878,1,Male,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,Yes,No
a90699f6,75,97.15260097124951,0,Female,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),No,No,Yes
8947cc97,39,77.80696749592947,0,Male,Yes,Yes,DSL,One year,No,Credit card (automatic),Yes,Yes,No
a79abbbd,27,64.99671049968539,0,Male,No,No,DSL,Month-to-month,No,Bank transfer (automatic),No,Yes,No
11497403,9,82.7048736854934,0,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,No
68b5c0cb,72,18.409141165822287,0,Female,Yes,No,No,Two year,No,Credit card (automatic),No,No,Yes
504878af,65,37.48001354231359,0,Female,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),No,Yes,No
ab5b5020,14,65.04428539462857,0,Male,Yes,Yes,DSL,One year,Yes,Mailed check,No,No,No
91669476,66,97.32930974381482,1,Male,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,Yes,Yes
5ffa2dfd,22,65.99266953659074,1,Male,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),No,No,No
b4027147,21,22.225789059538734,0,Female,Yes,No,No,One year,No,Credit card (automatic),No,Yes,No
57e2b969,51,19.744164923414093,1,Female,No,No,No,Two year,No,Credit card (automatic),No,Yes,Yes
d14bae73,72,49.22580287587406,0,Female,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),No,No,No
1a207457,3,56.73035610663339,0,Female,No,No,DSL,Month-to-month,Yes,Electronic check,No,No,No
7f4ced78,42,88.52833917591657,1,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,No
c33420c4,24,76.70868758656728,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,Yes
151c04d2,32,23.390506330989986,0,Female,Yes,Yes,No,Two year,No,Credit card (automatic),No,Yes,No
0a6fa719,69,43.62738891994897,1,Male,Yes,No,DSL,Two year,Yes,Electronic check,No,Yes,Yes
78d8fd9a,17,82.54961766474133,0,Male,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,No,Yes
54635022,60,80.46045741109471,0,Male,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),No,Yes,No
c4fc3f23,4,82.47910185438752,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,No
78bd7444,67,81.7631612097594,0,Male,Yes,No,DSL,Two year,No,Credit card (automatic),No,No,Yes
a5e96d98,37,100.8779032561268,1,Female,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,No
cfeaaa22,11,19.268629714022307,0,Female,No,No,No,One year,No,Credit card (automatic),No,No,Yes
4f3a5ee8,19,51.64480091459306,0,Male,No,No,DSL,Month-to-month,Yes,Credit card (automatic),No,No,No
6eb1cecf,22,50.89252570369414,0,Female,Yes,No,DSL,Month-to-month,No,Electronic check,No,Yes,No
010a5729,44,79.72829082383366,1,Female,No,No,Fiber optic,Month-to-month,Yes,Electronic check,Yes,Yes,No
d66c2fca,59,117.94776152177093,1,Male,No,No,Fiber optic,One year,Yes,Bank transfer (automatic),No,No,Yes
4b8dd702,20,91.03508305690714,0,Female,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),No,No,No
8e2a623a,71,18.96529660656866,0,Female,Yes,No,No,Two year,No,Credit card (automatic),No,Yes,No
1e3ca143,66,54.66503112107145,0,Male,Yes,No,DSL,One year,Yes,Credit card (automatic),No,No,Yes
241cd8fa,39,82.50974452997183,1,Female,No,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),Yes,No,No
19a7e0bf,56,94.14287772202779,0,Female,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,No,Yes,Yes
418f5df2,61,99.84825367878383,0,Female,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),No,No,Yes
25ccb52b,26,19.9365800811304,0,Male,No,Yes,No,Two year,No,Credit card (automatic),No,Yes,No
ec3cad62,72,17.945631997552017,0,Female,Yes,Yes,No,Two year,Yes,Mailed check,No,No,Yes
32899589,71,99.91478444259148,0,Female,Yes,No,Fiber optic,Two year,Yes,Electronic check,No,No,Yes
e1c688b2,15,66.10855591736515,0,Male,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,No,No,No
e2cf4c8d,12,65.1122690833867,0,Male,No,Yes,DSL,Month-to-month,Yes,Mailed check,No,No,No
68f584f4,13,53.303448657548266,0,Female,No,No,DSL,Month-to-month,Yes,Mailed check,No,No,No
2aa5ab4c,2,21.279158096158987,0,Male,No,No,No,Month-to-month,No,Mailed check,No,No,No
